code,name,category
SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),Social Protection & Labor
SL.UEM.ADVN.FE.ZS,"Unemployment with advanced education, female (% of female labor force with advanced education)",Social Protection & Labor
SL.UEM.ADVN.MA.ZS,"Unemployment with advanced education, male (% of male labor force with advanced education)",Social Protection & Labor
SL.UEM.BASC.ZS,Unemployment with basic education (% of total labor force with basic education),Social Protection & Labor
SL.UEM.BASC.FE.ZS,"Unemployment with basic education, female (% of female labor force with basic education)",Social Protection & Labor
SL.UEM.BASC.MA.ZS,"Unemployment with basic education, male (% of male labor force with basic education)",Social Protection & Labor
SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),Social Protection & Labor
SL.UEM.INTM.FE.ZS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",Social Protection & Labor
SL.UEM.INTM.MA.ZS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",Social Protection & Labor
SL.UEM.TOTL.FE.ZS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Social Protection & Labor
SL.UEM.TOTL.FE.NE.ZS,"Unemployment, female (% of female labor force) (national estimate)",Social Protection & Labor
SL.UEM.TOTL.MA.ZS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Social Protection & Labor
SL.UEM.TOTL.MA.NE.ZS,"Unemployment, male (% of male labor force) (national estimate)",Social Protection & Labor
SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Social Protection & Labor
SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",Social Protection & Labor
SL.UEM.1524.FE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",Social Protection & Labor
SL.UEM.1524.FE.NE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Social Protection & Labor
SL.UEM.1524.MA.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",Social Protection & Labor
SL.UEM.1524.MA.NE.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Social Protection & Labor
SL.UEM.1524.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Social Protection & Labor
SL.UEM.1524.NE.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Social Protection & Labor
SL.EMP.VULN.FE.ZS,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.VULN.MA.ZS,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.WORK.FE.ZS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.WORK.MA.ZS,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.WORK.ZS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor
TX.VAL.AGRI.ZS.UN,Agricultural raw materials exports (% of merchandise exports),Trade
TM.VAL.AGRI.ZS.UN,Agricultural raw materials imports (% of merchandise imports),Trade
MS.MIL.XPRT.KD,Arms exports (SIPRI trend indicator values),Trade
MS.MIL.MPRT.KD,Arms imports (SIPRI trend indicator values),Trade
IC.CUS.DURS.EX,Average time to clear exports through customs (days),Trade
TM.TAX.MRCH.BC.ZS,"Binding coverage, all products (%)",Trade
TM.TAX.MANF.BC.ZS,"Binding coverage, manufactured products (%)",Trade
TM.TAX.TCOM.BC.ZS,"Binding coverage, primary products (%)",Trade
TM.TAX.MRCH.BR.ZS,"Bound rate, simple mean, all products (%)",Trade
TM.TAX.MANF.BR.ZS,"Bound rate, simple mean, manufactured products (%)",Trade
TM.TAX.TCOM.BR.ZS,"Bound rate, simple mean, primary products (%)",Trade
TX.VAL.SERV.CD.WT,Commercial service exports (current US$),Trade
TM.VAL.SERV.CD.WT,Commercial service imports (current US$),Trade
BX.GSR.CMCP.ZS,"Communications, computer, etc. (% of service exports, BoP)",Trade
BM.GSR.CMCP.ZS,"Communications, computer, etc. (% of service imports, BoP)",Trade
TX.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service exports)",Trade
TM.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service imports)",Trade
IC.EXP.CSBC.CD,"Cost to export, border compliance (US$)",Trade
IC.EXP.CSDC.CD,"Cost to export, documentary compliance (US$)",Trade
IC.IMP.CSBC.CD,"Cost to import, border compliance (US$)",Trade
IC.IMP.CSDC.CD,"Cost to import, documentary compliance (US$)",Trade
GC.TAX.IMPT.ZS,Customs and other import duties (% of tax revenue),Trade
EG.IMP.CONS.ZS,"Energy imports, net (% of energy use)",Trade
TX.UVI.MRCH.XD.WD,Export unit value index (2015 = 100),Trade
TX.VAL.MRCH.XD.WD,Export value index (2015 = 100),Trade
TX.QTY.MRCH.XD.WD,Export volume index (2015 = 100),Trade
NY.EXP.CAPM.KN,Exports as a capacity to import (constant LCU),Trade
NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Trade
BX.GSR.GNFS.CD,"Exports of goods and services (BoP, current US$)",Trade
NE.EXP.GNFS.KD.ZG,Exports of goods and services (annual % growth),Trade
NE.EXP.GNFS.KD,Exports of goods and services (constant 2015 US$),Trade
NE.EXP.GNFS.CD,Exports of goods and services (current US$),Trade
BX.GSR.TOTL.CD,"Exports of goods, services and primary income (BoP, current US$)",Trade
NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Trade
NE.RSB.GNFS.CD,External balance on goods and services (current US$),Trade
TX.VAL.FOOD.ZS.UN,Food exports (% of merchandise exports),Trade
TM.VAL.FOOD.ZS.UN,Food imports (% of merchandise imports),Trade
TX.VAL.FUEL.ZS.UN,Fuel exports (% of merchandise exports),Trade
TM.VAL.FUEL.ZS.UN,Fuel imports (% of merchandise imports),Trade
BX.GSR.MRCH.CD,"Goods exports (BoP, current US$)",Trade
BM.GSR.MRCH.CD,"Goods imports (BoP, current US$)",Trade
TX.VAL.TECH.MF.ZS,High-technology exports (% of manufactured exports),Trade
TX.VAL.TECH.CD,High-technology exports (current US$),Trade
TX.VAL.ICTG.ZS.UN,ICT goods exports (% of total goods exports),Trade
TM.VAL.ICTG.ZS.UN,ICT goods imports (% total goods imports),Trade
BX.GSR.CCIS.ZS,"ICT service exports (% of service exports, BoP)",Trade
BX.GSR.CCIS.CD,"ICT service exports (BoP, current US$)",Trade
TM.UVI.MRCH.XD.WD,Import unit value index (2015 = 100),Trade
TM.VAL.MRCH.XD.WD,Import value index (2015 = 100),Trade
TM.QTY.MRCH.XD.WD,Import volume index (2015 = 100),Trade
NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),Trade
BM.GSR.GNFS.CD,"Imports of goods and services (BoP, current US$)",Trade
NE.IMP.GNFS.KD.ZG,Imports of goods and services (annual % growth),Trade
NE.IMP.GNFS.KD,Imports of goods and services (constant 2015 US$),Trade
NE.IMP.GNFS.CD,Imports of goods and services (current US$),Trade
BM.GSR.TOTL.CD,"Imports of goods, services and primary income (BoP, current US$)",Trade
TX.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service exports),Trade
TM.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service imports),Trade
BX.GSR.INSF.ZS,"Insurance and financial services (% of service exports, BoP)",Trade
BM.GSR.INSF.ZS,"Insurance and financial services (% of service imports, BoP)",Trade
ST.INT.XPND.MP.ZS,"International tourism, expenditures (% of total imports)",Trade
ST.INT.XPND.CD,"International tourism, expenditures (current US$)",Trade
ST.INT.TRNX.CD,"International tourism, expenditures for passenger transport items (current US$)",Trade
ST.INT.TVLX.CD,"International tourism, expenditures for travel items (current US$)",Trade
ST.INT.ARVL,"International tourism, number of arrivals",Trade
ST.INT.DPRT,"International tourism, number of departures",Trade
ST.INT.RCPT.XP.ZS,"International tourism, receipts (% of total exports)",Trade
ST.INT.RCPT.CD,"International tourism, receipts (current US$)",Trade
ST.INT.TRNR.CD,"International tourism, receipts for passenger transport items (current US$)",Trade
ST.INT.TVLR.CD,"International tourism, receipts for travel items (current US$)",Trade
LP.EXP.DURS.MD,"Lead time to export, median case (days)",Trade
LP.IMP.DURS.MD,"Lead time to import, median case (days)",Trade
LP.LPI.TRAC.XQ,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),Trade
LP.LPI.LOGS.XQ,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),Trade
LP.LPI.ITRN.XQ,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),Trade
LP.LPI.CUST.XQ,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),Trade
LP.LPI.TIME.XQ,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),Trade
LP.LPI.OVRL.XQ,Logistics performance index: Overall (1=low to 5=high),Trade
LP.LPI.INFR.XQ,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),Trade
TX.VAL.MANF.ZS.UN,Manufactures exports (% of merchandise exports),Trade
TM.VAL.MANF.ZS.UN,Manufactures imports (% of merchandise imports),Trade
TX.MNF.TECH.ZS.UN,Medium and high-tech exports (% manufactured exports),Trade
TX.VAL.MRCH.CD.WT,Merchandise exports (current US$),Trade
TX.VAL.MRCH.WL.CD,Merchandise exports by the reporting economy (current US$),Trade
TX.VAL.MRCH.RS.ZS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Trade
TX.VAL.MRCH.AL.ZS,Merchandise exports to economies in the Arab World (% of total merchandise exports),Trade
TX.VAL.MRCH.HI.ZS,Merchandise exports to high-income economies (% of total merchandise exports),Trade
TX.VAL.MRCH.R1.ZS,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Trade
TX.VAL.MRCH.R2.ZS,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Trade
TX.VAL.MRCH.R3.ZS,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Trade
TX.VAL.MRCH.R4.ZS,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Trade
TX.VAL.MRCH.R5.ZS,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Trade
TX.VAL.MRCH.R6.ZS,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Trade
TX.VAL.MRCH.OR.ZS,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Trade
TX.VAL.MRCH.WR.ZS,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),Trade
TM.VAL.MRCH.CD.WT,Merchandise imports (current US$),Trade
TM.VAL.MRCH.WL.CD,Merchandise imports by the reporting economy (current US$),Trade
TM.VAL.MRCH.RS.ZS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Trade
TM.VAL.MRCH.AL.ZS,Merchandise imports from economies in the Arab World (% of total merchandise imports),Trade
TM.VAL.MRCH.HI.ZS,Merchandise imports from high-income economies (% of total merchandise imports),Trade
TM.VAL.MRCH.R1.ZS,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Trade
TM.VAL.MRCH.R2.ZS,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Trade
TM.VAL.MRCH.R3.ZS,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Trade
TM.VAL.MRCH.R4.ZS,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Trade
TM.VAL.MRCH.R5.ZS,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Trade
TM.VAL.MRCH.R6.ZS,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Trade
TM.VAL.MRCH.OR.ZS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Trade
TM.VAL.MRCH.WR.ZS,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),Trade
TG.VAL.TOTL.GD.ZS,Merchandise trade (% of GDP),Trade
TT.PRI.MRCH.XD.WD,Net barter terms of trade index (2015 = 100),Trade
BN.GSR.MRCH.CD,"Net trade in goods (BoP, current US$)",Trade
BN.GSR.GNFS.CD,"Net trade in goods and services (BoP, current US$)",Trade
TX.VAL.MMTL.ZS.UN,Ores and metals exports (% of merchandise exports),Trade
TM.VAL.MMTL.ZS.UN,Ores and metals imports (% of merchandise imports),Trade
BX.GSR.NFSV.CD,"Service exports (BoP, current US$)",Trade
BM.GSR.NFSV.CD,"Service imports (BoP, current US$)",Trade
TM.TAX.MRCH.IP.ZS,"Share of tariff lines with international peaks, all products (%)",Trade
TM.TAX.MANF.IP.ZS,"Share of tariff lines with international peaks, manufactured products (%)",Trade
TM.TAX.TCOM.IP.ZS,"Share of tariff lines with international peaks, primary products (%)",Trade
TM.TAX.MRCH.SR.ZS,"Share of tariff lines with specific rates, all products (%)",Trade
TM.TAX.MANF.SR.ZS,"Share of tariff lines with specific rates, manufactured products (%)",Trade
TM.TAX.TCOM.SR.ZS,"Share of tariff lines with specific rates, primary products (%)",Trade
TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",Trade
TM.TAX.MANF.SM.AR.ZS,"Tariff rate, applied, simple mean, manufactured products (%)",Trade
TM.TAX.TCOM.SM.AR.ZS,"Tariff rate, applied, simple mean, primary products (%)",Trade
TM.TAX.MRCH.WM.AR.ZS,"Tariff rate, applied, weighted mean, all products (%)",Trade
TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean, manufactured products (%)",Trade
TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)",Trade
TM.TAX.MRCH.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, all products (%)",Trade
TM.TAX.MANF.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, manufactured products (%)",Trade
